TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
EMN;78,89;3,13;9,88;1,55;0,61;24,83;14,07;9,85;6,92;10,41;3,50;0,78;0,97;5,58;-0,82;1,72;15,70;6,16;10,34;0,39;0,61;0,63;0,23;3,58;;50,85;7,99;-30,48;9.113.265.693,00
EMR;138,76;1,14;32,61;4,06;1,86;52,77;15,12;13,60;29,34;34,03;4,69;0,65;4,44;-35,20;-2,34;0,80;12,44;5,71;6,08;0,46;0,54;0,42;-0,98;-3,12;;34,22;4,26;-0,42;78.103.125.000,00
ENB;44,36;5,99;23,99;2,04;0,63;42,44;21,92;9,63;10,55;18,19;7,64;1,48;2,31;-27,67;-0,67;0,73;8,51;2,64;6,57;0,31;0,69;0,27;-0,29;-1,16;;21,75;1,85;-6,70;96.815.412.083,00
ENBA;25,41;;13,73;1,17;0,36;42,44;21,92;9,63;6,04;18,19;7,64;1,48;1,32;-15,83;-0,39;0,73;8,51;2,64;6,57;0,31;0,69;0,27;-0,29;-1,16;;21,75;1,85;-3,83;96.815.412.083,00
ENBL;7,05;;7,18;;0,26;46,68;18,53;12,53;4,85;11,12;6,27;;0,90;-4,03;-0,27;0,41;;3,63;15,81;0,00;0,39;0,29;0,37;;;0,00;0,98;0,00;3.073.037.895,00
ENDP;0,29;;-0,03;-0,02;0,01;59,24;-70,97;-93,31;-0,03;-3,46;-3,42;;0,02;0,07;-0,02;1,86;-81,19;-40,81;-40,91;-0,50;1,50;0,44;-5,68;;;-13,60;-11,04;0,00;68.191.441,00
ENG;1,08;;-0,81;-1,26;0,42;6,76;-26,13;-27,46;-0,85;-1,07;-0,22;;0,22;-0,91;-1,54;0,61;-154,81;-51,90;376,79;-0,34;1,34;1,89;-6,28;;;-0,86;-1,33;0,01;5.569.128,00
ENIA;4,81;;10,45;1,07;0,42;42,04;22,41;6,45;3,01;2,57;-0,44;-0,16;0,67;-11,72;-0,55;0,87;10,21;4,01;26,08;0,39;0,61;0,62;16,20;2,25;;4,51;0,46;-0,39;10.320.499.540,00
ENIC;3,56;;32,79;0,74;0,44;19,64;5,46;3,16;18,99;16,28;-2,71;-0,11;1,04;2,27;-0,62;2,89;2,26;1,34;3,41;0,59;0,41;0,42;1,70;-14,50;;4,79;0,11;-0,20;4.910.825.405,00
ENLC;14,16;1,87;49,48;6,84;0,82;30,95;4,44;1,96;21,89;38,08;16,19;5,06;0,97;-6,42;-0,90;0,42;13,83;1,66;4,47;0,12;0,88;0,85;-2,17;;;2,07;0,29;-0,87;6.472.155.096,00
ENLV;1,21;;-3,24;0,42;0,37;;;;-3,21;3,81;7,01;-0,91;;0,47;-2,33;15,44;-12,89;-11,41;-13,03;0,89;0,11;0,00;;;;2,87;-0,37;-0,36;28.619.880,00
ENOB;0,71;;-0,39;0,63;0,53;;;;-0,39;-0,42;-0,03;0,05;;-5,27;-0,55;0,33;-161,39;-135,55;-147,40;0,84;0,16;0,00;;;;1,13;-1,83;0,00;41.381.356,00
ENPC;10,00;;-47,19;-23,17;1,07;;;;-47,41;-48,42;-1,00;;;-44,03;-1,07;0,02;-49,10;-2,27;98,00;-0,05;0,05;0,00;;;;-0,43;-0,21;0,01;443.840.000,00
ENPH;41,74;;37,25;6,82;1,78;47,91;13,16;10,43;29,53;27,77;-1,76;-0,41;3,89;5,33;-6,09;1,90;18,32;4,78;7,81;0,26;0,74;0,46;16,34;-8,62;;6,18;1,13;-0,81;5.531.687.120,00
ENR;21,46;2,79;28,53;11,59;0,37;38,34;7,57;1,87;7,06;20,82;13,76;22,58;0,53;2,41;-0,55;1,86;40,63;1,29;6,24;0,03;0,97;0,69;2,97;-5,70;;1,85;0,75;-0,78;1.552.143.050,00
ENS;90,15;0,79;9,63;1,83;0,88;30,20;12,65;10,05;7,65;9,34;1,68;0,40;0,97;2,66;-1,86;2,70;18,98;9,16;13,70;0,48;0,52;0,91;3,22;21,55;;49,65;9,42;0,17;3.503.490.696,00
ENSG;149,11;0,17;27,81;4,47;1,81;15,75;9,30;7,00;20,92;20,43;-0,49;-0,10;1,95;30,60;-2,28;1,40;16,06;6,50;15,36;0,40;0,60;0,93;15,91;21,94;;33,51;5,38;0,67;8.605.462.432,00
ENTA;7,68;;-1,72;1,77;0,51;100,00;-140,05;-149,57;-1,83;0,31;2,14;-2,07;2,57;0,84;-2,06;5,29;-103,08;-29,85;-99,17;0,29;0,71;0,20;-19,91;;;4,38;-4,51;0,02;165.454.884,00
ENTG;84,87;0,35;41,58;3,44;1,53;45,98;17,06;9,57;23,32;29,94;6,62;0,98;3,98;11,15;-1,91;3,26;8,28;3,68;6,71;0,44;0,56;0,38;15,29;2,81;;24,76;2,05;0,53;12.905.336.000,00
ENTX;1,92;;-8,65;4,50;4,04;4,04;-4.518,83;-4.525,11;-8,66;-6,62;2,04;-1,06;391,34;4,45;-228,45;13,07;-52,07;-46,72;-52,07;0,90;0,10;0,01;-5,17;;;0,43;-0,22;-0,55;87.268.224,00
ENV;63,14;;-0,01;6,64;1,91;77,62;-22,84;-25,04;-0,01;-0,02;0,00;1,30;0,00;-13,71;-2,38;0,59;-49.660,76;-14.300,84;-17.035,36;0,29;0,71;571,09;8,92;;;9,51;-4.725,19;0,00;3.494.540.126,00
ENVA;116,45;;12,66;2,47;0,54;100,00;37,45;14,53;4,91;10,63;5,72;2,88;1,84;0,66;-6,50;9,94;19,55;4,29;10,89;0,22;0,78;0,29;5,42;41,74;;47,17;9,22;0,36;2.961.320.232,00
ENZ;0,31;32,26;-0,76;0,35;0,24;44,74;-25,44;-73,25;-2,20;3,23;5,43;-0,86;0,56;0,46;-1,06;3,04;-45,72;-31,57;-15,83;0,69;0,31;0,43;-17,03;;;0,89;-0,41;0,00;16.244.868,00
EOG;120,75;1,50;10,88;2,24;1,41;85,69;34,19;26,14;8,32;8,12;-0,20;-0,05;2,84;13,32;-1,82;1,87;20,59;12,93;18,04;0,63;0,37;0,49;6,40;18,55;;54,08;11,13;0,13;66.100.263.570,00
EOLS;9,25;;-10,63;-90,50;2,80;68,41;-13,46;-20,40;-16,13;-17,58;-1,45;;2,17;7,92;-7,32;2,34;-851,04;-26,34;-32,77;-0,03;1,03;1,29;50,12;;;-0,10;-0,87;1,68;597.688.812,00
EOSE;5,20;;-2,28;-1,32;4,71;-442,77;-3.077,69;-2.795,34;-2,07;-2,02;0,05;;63,73;13,08;-15,95;2,05;-57,74;-206,63;68,49;-3,58;2,64;0,07;-49,93;;;-4,14;-2,39;-0,01;1.240.372.040,00
EOSEW;0,47;;-0,20;-0,11;0,41;-442,77;-3.077,69;-2.795,34;-0,18;-2,02;0,05;;5,50;1,13;-1,38;2,05;-57,74;-206,63;68,49;-3,58;2,64;0,07;-49,93;;;-4,14;-2,39;0,00;1.240.372.040,00
EPAC;38,12;0,10;23,12;4,70;2,49;50,22;19,90;14,65;17,02;17,43;0,42;0,11;3,39;8,22;-4,62;2,90;20,33;10,76;15,63;0,53;0,47;0,73;-2,08;;;8,12;1,65;3,50;2.059.326.114,00
EPAM;183,07;;25,24;2,85;2,20;30,20;11,41;8,47;18,72;16,65;-2,07;-0,32;2,14;6,39;-4,50;3,06;11,30;8,72;11,23;0,77;0,23;1,03;15,56;11,73;;64,30;7,27;-5,65;10.392.937.815,00
EPAY;56,99;;-71,14;6,21;3,25;57,51;-5,38;-7,18;-94,93;-95,10;-0,17;0,01;5,11;41,34;-4,68;1,35;-8,73;-4,57;-5,81;0,52;0,48;0,64;6,55;;;9,18;-0,80;-0,35;2.586.582.334,00
EPC;24,75;1,82;13,75;0,77;0,31;42,60;8,22;3,81;6,37;13,43;7,06;0,85;0,52;2,45;-0,42;1,89;5,59;2,25;5,38;0,40;0,60;0,59;1,03;;;32,19;1,80;-0,45;1.164.455.372,00
EPD;31,41;3,34;11,70;;0,90;12,51;12,87;10,26;9,32;13,64;4,32;;1,20;-32,35;-1,09;0,86;;7,74;22,59;0,00;0,62;0,75;11,39;6,56;;0,00;2,69;3,94;68.233.675.796,00
EPIX;1,75;;-2,73;0,68;0,67;;;;-2,73;1,27;4,00;-1,00;;0,68;-313,23;67,15;-25,10;-24,69;-25,10;0,98;0,02;0,00;;;;2,56;-0,64;-0,99;77.680.050,00
EPSN;7,34;3,40;36,47;1,62;1,29;73,51;19,48;11,18;20,93;20,24;-0,69;-0,05;4,08;26,09;-1,47;1,66;4,45;3,54;4,43;0,79;0,21;0,32;3,38;-26,04;;4,53;0,20;-0,36;161.827.890,00
EPZM;1,47;;-1,05;22,25;0,79;73,29;-595,29;-614,03;-1,08;-1,15;-0,07;1,52;6,43;1,30;-2,96;5,87;-2.125,29;-75,71;-100,60;0,04;0,96;0,12;36,13;;;0,07;-1,40;0,18;247.496.256,00
EQ;0,32;;-0,82;1,08;0,68;100,00;-44,81;-46,00;-0,84;0,23;1,06;-1,37;0,38;1,12;-22,28;2,70;-132,23;-83,61;-132,23;0,63;0,37;1,82;;;;0,30;-0,39;0,01;11.430.176,00
EQBK;43,80;1,03;12,02;1,24;0,14;0,00;29,64;18,86;7,65;-3,81;-11,46;-1,86;2,27;;-0,14;;10,30;1,17;9,45;0,11;0,89;0,06;10,86;19,61;;35,24;3,63;0,02;764.551.575,00
EQD;10,02;;23,52;-28,87;1,25;;;;23,39;23,38;-0,01;;;-351,31;-1,25;0,19;-122,73;5,31;-122,73;-0,04;0,04;0,00;;;;-0,35;0,43;0,22;518.535.000,00
EQD.U;9,98;;23,43;-28,76;1,24;;;;23,30;23,38;-0,01;;;-349,91;-1,25;0,19;-122,73;5,31;-122,73;-0,04;0,04;0,00;;;;-0,35;0,43;0,22;518.535.000,00
EQD.WS;0,03;;0,07;-0,09;0,00;;;;0,07;23,38;-0,01;;;-1,05;0,00;0,19;-122,73;5,31;-122,73;-0,04;0,04;0,00;;;;-0,35;0,43;0,00;518.535.000,00
EQH;55,54;1,29;13,96;7,04;0,06;100,00;53,22;13,20;3,46;2,95;-0,51;-1,04;1,84;;-0,06;;50,48;0,42;52,03;0,01;0,99;0,03;;40,52;;7,90;3,99;1,63;16.914.806.832,00
EQNR;25,59;4,11;2,85;1,62;0,45;64,79;50,85;16,24;0,91;0,67;-0,24;-0,43;0,46;2,18;-0,95;1,66;56,70;15,87;33,21;0,28;0,72;0,98;10,26;36,68;;15,80;8,96;0,00;69.084.595.512,00
EQOS;0,09;;-5,01;0,85;0,07;;;;-5,01;-5,01;0,01;0,00;;-1,58;-0,07;0,03;-16,86;-1,42;-16,86;0,08;0,08;0,00;;;;0,11;-0,02;0,05;4.226.463,00
EQOSW;0,05;;-2,79;0,47;0,04;;;;-2,79;-5,01;0,01;0,00;;-0,88;-0,04;0,03;-16,86;-1,42;-16,86;0,08;0,08;0,00;;;;0,11;-0,02;0,03;4.226.463,00
EQS;1,41;;-1,54;0,56;0,53;100,00;-1.030,49;-1.041,79;-1,56;-1,63;-0,08;0,03;16,04;;-0,53;;-36,37;-34,09;-34,38;0,94;0,06;0,03;26,48;;;2,52;-0,92;0,01;19.156.542,00
EQT;55,53;0,85;90,05;1,60;0,84;64,18;16,56;5,83;31,70;40,35;8,65;0,44;5,25;-25,13;-0,88;0,57;1,78;0,93;3,23;0,52;0,48;0,16;6,57;;;34,61;0,62;-2,23;33.247.688.040,00
EQX;5,78;;54,26;1,82;1,18;17,34;9,88;7,48;41,09;43,78;2,69;0,12;4,06;9,87;-1,45;2,89;3,36;2,18;3,26;0,65;0,35;0,29;39,98;;;3,18;0,11;-0,65;4.359.413.748,00
ERES;10,85;;-12,25;-6,38;4,21;;;;-12,31;-12,30;0,01;;;-7,70;-4,24;0,01;-52,12;-34,34;52,12;-0,66;0,67;0,00;;;;-1,70;-0,89;0,07;124.568.850,00
ERESU;10,00;;-11,29;-5,88;3,88;;;;-11,35;-12,30;0,01;;;-7,10;-3,91;0,01;-52,12;-34,34;52,12;-0,66;0,67;0,00;;;;-1,70;-0,89;0,07;124.568.850,00
ERESW;0,23;;-0,26;-0,14;0,09;;;;-0,26;-12,30;0,01;;;-0,16;-0,09;0,01;-52,12;-34,34;52,12;-0,66;0,67;0,00;;;;-1,70;-0,89;0,00;124.568.850,00
ERF;20,11;;7,46;5,62;1,91;64,32;43,70;31,42;5,37;5,97;0,60;0,63;2,35;-13,23;-2,39;0,58;75,33;25,66;46,55;0,34;0,66;0,82;11,93;10,49;;3,58;2,69;-0,03;4.107.387.060,00
ERIC;8,61;3,07;11,78;2,21;0,84;42,30;12,27;9,07;8,71;8,24;-0,47;-0,12;1,07;12,03;-1,64;1,17;18,74;7,10;19,46;0,38;0,62;0,78;-1,37;-32,08;;3,90;0,73;2,12;28.663.467.180,00
ERIE;342,73;1,14;29,19;8,67;6,04;39,92;19,48;15,44;23,14;22,80;-0,34;-0,13;4,51;;-6,04;;29,71;20,69;29,71;0,70;0,30;1,34;9,30;13,64;;39,54;11,75;-0,29;17.925.500.619,00
ERII;13,04;;33,19;3,59;3,16;66,88;16,89;15,21;29,89;26,84;-3,04;-0,37;5,05;5,22;-10,05;8,39;10,82;9,51;10,24;0,88;0,12;0,63;10,76;16,13;;3,64;0,39;3,43;711.214.560,00
ERJ;61,12;;2,25;3,92;1,16;94,41;47,94;55,68;2,62;2,92;0,30;0,45;1,25;4,12;-2,60;2,03;173,88;51,50;65,31;0,30;0,70;0,92;19,55;;;15,64;27,20;0,00;11.250.901.332,00
ERYP;0,81;;-1,58;0,45;0,26;100,00;-832,92;-760,90;-1,45;1,15;2,60;-0,80;12,04;0,73;-0,65;2,39;-28,22;-16,18;-28,45;0,57;0,43;0,02;52,28;;;1,81;-0,51;;25.123.041,00
ES;64,56;3,38;28,23;1,55;0,39;53,67;19,21;6,63;9,74;21,63;11,89;1,89;1,87;-14,79;-0,43;0,75;5,48;1,40;4,52;0,25;0,74;0,21;6,90;-2,24;;41,76;2,29;-0,28;23.729.384.232,00
ESBK;23,08;;16,62;1,99;0,17;100,00;0,00;16,54;;;;1,64;2,75;;-0,17;;11,98;1,05;;0,09;0,91;0,06;2,60;5,24;;11,59;1,39;0,59;80.387.640,00
ESCA;14,39;4,17;14,35;1,18;0,89;25,09;8,29;5,54;9,59;10,63;1,04;0,13;0,79;2,01;-2,18;4,05;8,19;6,23;8,12;0,76;0,24;1,12;6,86;12,34;;12,24;1,00;1,41;198.393.491,00
ESE;194,80;0,08;42,75;3,95;2,78;40,18;15,44;11,01;30,49;30,67;0,18;0,02;4,71;14,89;-4,37;2,05;9,24;6,50;9,65;0,70;0,30;0,59;7,18;4,68;;49,46;4,57;2,14;5.044.816.075,00
ESEA;48,50;3,80;3,71;2,54;1,18;73,55;60,25;59,24;3,65;4,28;0,64;0,45;2,20;-9,38;-1,23;0,23;68,60;31,86;47,03;0,46;0,54;0,54;39,69;;;19,12;13,12;0,01;340.801.024,00
ESGC;3,03;;-0,14;0,19;0,09;47,43;-322,80;-269,53;-0,11;-0,22;-0,10;0,17;0,37;-0,54;-0,12;0,53;-135,82;-68,95;-141,39;0,51;0,49;0,26;-11,37;;;16,24;-22,05;0,12;57.570.000,00
ESGR;337,91;;10,70;0,81;0,25;109,86;57,79;40,74;7,54;7,64;0,10;0,01;4,36;;-0,25;;7,59;2,32;7,49;0,31;0,69;0,06;-14,08;-8,58;;416,29;31,59;-0,28;5.038.271.891,00
ESGRO;19,18;6,85;0,61;0,05;0,01;109,86;57,79;40,74;0,43;7,64;0,10;0,01;0,25;;-0,01;;7,59;2,32;7,49;0,31;0,69;0,06;-14,08;-8,58;;416,29;31,59;-0,02;5.038.271.891,00
ESGRP;19,65;6,68;0,62;0,05;0,01;109,86;57,79;40,74;0,44;7,64;0,10;0,01;0,25;;-0,01;;7,59;2,32;7,49;0,31;0,69;0,06;-14,08;-8,58;;416,29;31,59;-0,02;5.038.271.891,00
ESI;24,72;0,97;21,00;2,38;1,25;42,06;15,78;11,56;15,38;18,26;2,88;0,45;2,43;5,92;-1,75;3,95;11,36;5,97;8,24;0,53;0,47;0,52;6,00;21,35;;10,39;1,18;0,18;6.009.251.598,00
ESLT;447,93;0,49;0,06;8,17;2,24;24.045.855,58;7.162.613,35;4.703.340,18;0,04;0,04;0,00;0,22;3.042,74;28,67;-4,97;1,17;12.632,95;3.466,10;13.829,41;0,27;0,73;0,00;8,66;7,10;;54,90;6.935,82;0,00;20.775.438.180,00
ESNT;60,17;1,42;8,56;1,09;0,86;70,07;70,07;57,29;7,00;6,72;-0,28;-0,04;4,91;;-0,86;;12,78;10,04;12,33;0,79;0,21;0,18;7,46;5,59;;55,81;7,13;-0,09;6.191.575.590,00
ESPR;1,11;;-1,45;-0,52;0,69;65,30;-34,12;-59,03;-2,51;-4,52;-2,01;;0,86;4,64;-42,27;1,18;-35,95;-47,29;66,48;-1,32;2,32;0,80;17,50;;;-2,15;-0,77;-0,02;221.983.440,00
ESQ;100,31;0,65;18,88;3,39;0,43;0,00;42,60;31,37;13,90;6,05;-7,85;-1,91;5,92;;-0,43;;17,95;2,30;17,95;0,13;0,87;0,07;23,32;25,29;;29,63;5,32;1,20;849.534.600,00
ESSA;20,78;2,89;14,27;0,89;0,10;0,00;24,71;13,20;7,62;4,85;-2,77;-0,32;1,88;;-0,10;;6,25;0,68;5,44;0,11;0,89;0,05;8,02;6,12;;23,29;1,46;-0,14;211.014.666,00
ESSC;10,29;;-14,25;-7,61;2,19;;;;-14,25;-15,52;-1,26;;;-12,92;-2,20;0,02;-53,41;-15,38;164,18;-0,29;0,29;0,00;;;;-1,35;-0,72;0,15;73.760.778,00
ESSCR;0,60;;-0,83;-0,44;0,13;;;;-0,83;-15,52;-1,26;;;-0,75;-0,13;0,02;-53,41;-15,38;164,18;-0,29;0,29;0,00;;;;-1,35;-0,72;0,01;73.760.778,00
ESSCU;7,98;;-11,05;-5,90;1,70;;;;-11,05;-15,52;-1,26;;;-10,02;-1,71;0,02;-53,41;-15,38;164,18;-0,29;0,29;0,00;;;;-1,35;-0,72;0,11;73.760.778,00
ESSCW;0,13;;-0,18;-0,10;0,03;;;;-0,18;-15,52;-1,26;;;-0,16;-0,03;0,02;-53,41;-15,38;164,18;-0,29;0,29;0,00;;;;-1,35;-0,72;0,00;73.760.778,00
ESTA;45,03;;-14,67;33,91;3,92;66,35;-38,98;-52,34;-19,70;-21,98;-2,28;3,92;7,68;8,04;-12,86;3,36;-231,14;-26,73;-25,80;0,12;0,88;0,51;13,14;;;1,33;-3,08;0,15;1.307.351.133,00
ESTC;86,35;;-84,85;9,89;3,54;74,39;-0,42;-7,29;-1.464,88;-1.332,14;132,74;-0,90;6,18;9,94;-13,86;1,92;-11,66;-4,17;-5,53;0,36;0,64;0,57;28,24;;;8,79;-1,02;0,31;9.173.093.508,00
ESTE;12,34;;0,00;0,75;0,32;71,61;20,72;17,65;0,00;0,01;0,00;0,57;0,00;-7,69;-0,34;0,55;17.618,25;7.513,03;10.030,15;0,43;0,40;425,66;73,42;;;16,51;2.908,25;0,00;1.313.538.704,00
ESXB;11,30;;10,54;1,38;0,14;0,00;44,07;34,11;8,16;-3,99;-12,15;-2,05;3,60;;-0,14;;13,06;1,36;9,65;0,10;0,90;0,04;;;;8,21;1,07;0,15;253.849.980,00
ET;17,70;5,46;13,34;;0,48;25,73;12,54;5,56;5,91;11,68;5,77;;0,74;36,50;-0,55;1,12;;3,61;16,38;0,00;0,72;0,65;8,81;6,05;;0,00;1,33;0,65;60.811.107.932,00
ETAC;10,06;;28,50;-18,49;0,82;;;;28,24;28,20;-0,03;;;1.005,55;-0,82;1,55;-64,87;2,87;-66,59;-0,04;0,50;0,00;;;;-0,54;0,35;;492.718.680,00
ETACU;10,08;;28,56;-18,53;0,82;;;;28,29;28,20;-0,03;;;1.007,55;-0,82;1,55;-64,87;2,87;-66,59;-0,04;0,50;0,00;;;;-0,54;0,35;;492.718.680,00
ETH;26,30;;22,39;1,87;0,97;56,21;6,81;4,98;16,35;13,68;-2,67;-0,31;1,11;10,23;-1,68;1,29;8,35;4,33;8,79;0,52;0,48;0,87;-4,81;-24,85;;14,07;1,17;0,33;666.647.140,00
ETM;5,03;;-3,01;1,13;0,22;14,43;-22,53;-22,83;-3,05;-9,99;-6,94;2,57;0,69;4,53;-0,25;1,83;-37,57;-7,37;-13,83;0,20;0,80;0,32;20,68;;;4,44;-1,67;0,07;729.610.554,00
ETN;358,92;0,81;35,66;7,59;3,58;38,45;19,26;15,55;28,80;30,47;1,67;0,44;5,55;48,21;-5,24;1,31;21,27;10,04;14,25;0,47;0,53;0,65;3,07;11,40;;47,29;10,06;2,26;140.398.440.000,00
ETNB;10,10;;-3,81;2,43;2,15;;;;-3,87;-2,29;1,59;-1,00;;2,28;-705,79;18,03;-63,86;-56,45;-59,40;0,88;0,12;0,00;;;;4,15;-2,65;-0,03;1.472.980.578,00
ETON;14,35;;-83,19;15,60;4,54;58,49;-7,20;-9,49;-109,64;-113,26;-3,61;0,51;7,89;15,50;-11,19;1,97;-18,75;-5,46;-6,55;0,29;0,71;0,58;109,83;;;0,91;-0,17;0,14;381.344.850,00
ETR;81,62;2,84;26,31;2,31;0,53;49,99;25,82;11,24;11,45;21,00;9,54;1,92;2,96;-32,43;-0,57;0,82;8,78;2,01;5,67;0,23;0,77;0,18;1,78;-3,35;;35,48;3,11;-0,72;35.284.706.531,00
ETRN;12,56;;0,01;3.593,81;449,39;99,98;66.985,35;37.840,56;0,01;-0,20;-0,21;-93.607,34;5,33;-0,01;0,12;0,07;25.532.893,68;3.192.754,01;7.285.927,46;0,13;0,87;84,37;-1,39;15,31;;0,00;892,35;0,00;5.446.775.880,00
ETSY;54,16;;30,11;-6,23;2,67;72,30;11,08;6,69;18,19;23,58;5,40;;2,01;9,59;-5,61;2,14;-20,67;8,87;12,32;-0,43;1,43;1,33;27,97;25,90;;-8,73;1,80;-0,83;5.666.700.182,00
ETTX;2,19;;-2,03;6,30;2,38;;;;-2,03;-1,38;0,65;-2,02;;6,66;-24,89;1,65;-310,58;-117,26;-310,52;0,38;0,62;0,00;;;;0,35;-1,08;-0,16;104.795.442,00
EURN;16,31;13,67;24,23;1,64;0,82;62,03;22,07;14,37;15,77;22,63;6,86;0,71;3,48;9,09;-1,01;1,92;6,77;3,38;5,76;0,50;0,50;0,24;21,19;;;9,95;0,67;-0,62;3.167.676.008,00
EV;73,07;0,60;0,09;6,54;2,00;100,00;16,31;18,38;0,10;0,12;0,01;0,68;0,02;;-2,00;;7.064,17;2.153,99;2.309,38;0,30;0,65;117,20;1,99;6,16;;11,17;788,89;0,00;8.344.346.438,84
EVA;0,41;;-0,04;-0,27;0,01;-4,70;-42,78;-58,24;-0,06;-3,07;-3,01;;0,03;-0,02;-0,02;0,26;-607,47;-27,11;-29,47;-0,04;1,04;0,47;15,47;;;-1,51;-9,16;0,00;30.694.527,00
EVBG;35,00;;-27,63;5,05;1,47;70,80;-9,28;-11,67;-34,73;-40,37;-5,64;0,82;3,22;-13,73;-2,03;0,72;-18,30;-5,33;-7,74;0,29;0,71;0,46;24,99;;;6,92;-1,27;3,90;1.456.560.000,00
EVC;2,46;6,12;-1,51;2,33;0,51;33,19;-25,00;-39,08;-2,35;-3,50;-1,14;1,13;0,59;1,77;-0,91;2,93;-154,78;-33,96;-33,57;0,22;0,78;0,87;5,93;;;1,05;-1,63;-0,01;222.891.935,00
EVE;11,28;;23,11;-15,43;2,47;;;;23,11;23,11;0,00;;;-154,31;-2,48;0,09;-66,74;10,69;-66,74;-0,16;0,16;0,00;;;;-0,73;0,49;;162.956.520,00
EVER;24,61;;23,27;5,95;3,83;96,31;7,03;6,64;21,99;18,90;-3,09;-0,84;1,55;7,81;-23,54;2,42;25,59;16,48;25,59;0,64;0,36;2,48;14,99;;;4,13;1,06;-0,13;890.173.030,00
EVFM;0,01;;-0,36;-0,02;0,09;78,83;-18,64;-18,94;-0,37;-14,81;-14,44;;0,07;-0,02;-0,16;0,08;-4,52;-24,42;13,02;-5,40;6,03;1,29;;;;-0,61;-0,03;0,00;1.133.564,00
EVGN;1,35;;-0,28;0,00;0,00;21,56;-3.294,76;-3.172,80;-0,27;459,38;459,65;-1,03;8,84;0,00;0,00;1,15;-0,22;-0,08;-0,22;0,37;0,63;0,00;62,42;;;2.223,85;-4,81;-0,01;8.940.748,00
EVH;11,88;;-12,91;1,50;0,53;15,25;-3,35;-4,54;-17,50;-24,43;-6,93;0,59;0,59;-125,99;-0,73;0,98;-11,65;-4,11;-4,61;0,35;0,57;0,90;24,73;;;7,97;-0,93;10,34;1.406.449.604,00
EVK;0,29;;-1,55;0,04;0,01;26,67;-0,12;-0,81;-10,14;15,42;25,57;-0,09;0,01;0,10;-0,05;1,24;-2,34;-0,92;-0,45;0,39;0,61;1,14;-3,36;;;8,00;-0,19;0,01;4.250.211,00
EVOK;2,71;;-0,80;0,69;0,25;97,38;-39,50;-43,80;-0,88;0,78;1,66;-1,31;0,35;0,70;-27,90;1,55;-86,94;-31,01;-42,24;0,36;0,64;0,71;;;;3,91;-3,40;0,03;4.045.759,00
EVOL;0,41;;0,31;0,15;0,14;68,15;35,89;-69,12;-0,60;3,32;3,92;-1,00;;0,16;-4,36;21,64;48,94;46,76;-27,23;0,96;0,04;-0,68;;38,40;;2,70;1,32;0,00;4.374.290,00
EVOP;33,99;;-0,23;-1,76;0,66;46,18;10,54;-2,53;0,06;0,07;0,01;;0,01;14,40;-1,24;1,11;-752,26;-282,73;-1.440,29;-0,38;0,70;111,91;1,47;;;-19,33;-145,39;0,00;1.646.346.438,00
EVR;286,02;0,84;25,28;7,36;3,39;100,00;18,60;14,18;19,27;18,96;-0,31;-0,12;3,59;;-3,39;;29,12;13,41;26,32;0,46;0,54;0,95;8,21;4,93;;38,97;11,35;-0,25;11.092.541.642,00
EVRG;70,04;3,77;18,41;1,62;0,50;52,20;25,38;14,87;10,78;20,12;9,34;1,41;2,74;-10,89;-0,53;0,55;8,82;2,70;6,11;0,31;0,69;0,18;2,58;5,45;;43,16;3,81;0,80;16.122.455.349,00
EVRI;14,22;;85,86;4,67;0,56;78,74;1,91;1,92;86,36;103,07;16,71;0,90;1,65;16,92;-1,05;1,08;5,44;0,65;1,17;0,12;0,88;0,34;7,29;-1,89;;3,04;0,17;-1,13;1.235.096.586,00
EVTC;37,25;0,40;18,44;4,40;1,24;51,83;24,39;14,88;11,25;14,35;3,10;1,21;2,74;8,66;-1,75;1,99;23,86;6,75;13,64;0,28;0,70;0,45;11,65;2,29;;8,52;2,03;0,20;2.384.892.609,00
EW;77,29;;10,84;4,47;3,48;79,50;29,53;75,71;27,78;25,76;-2,02;-0,33;8,20;9,40;-6,65;4,45;41,28;32,10;13,56;0,78;0,22;0,42;4,58;31,87;;17,27;7,13;-0,22;45.303.118.000,00
EWBC;108,83;1,56;12,84;1,90;0,20;0,00;36,97;25,73;8,93;-0,24;-9,17;-1,95;3,30;;-0,20;;14,76;1,54;11,56;0,10;0,90;0,06;16,71;11,58;;57,53;8,49;3,07;15.029.838.060,00
EXAS;52,94;;-9,82;4,18;1,75;69,76;-35,35;-36,06;-10,02;-11,55;-1,54;0,64;3,54;11,54;-2,31;2,73;-42,55;-17,86;-21,37;0,42;0,58;0,50;25,78;;;12,71;-5,41;-0,03;10.012.889.116,00
